text,label
"يوجد تشققات طولية وعرضية في اكثر من مكان ويوجد بلاطة مكسورة تحتها تطبيل امام مدخل الرجال",structural
"تسرب المياه من شطاف الحمام بالدور الثاني",plumbing
"يوجد مشكلة في الباب الخارجي للفيلا حيث يصعب فتحه",doors_windows
"تسريب ماء من مرحاض الحمام",plumbing
"رطوبه بالجدار",paints
"لمبة المطبخ غير راكبه",electricity
"مشكلة قفل مفتاح الباب",doors
"تحية طيبة البروفايل الخارجي يحتاج صيانة",paints
"ريش التهوية الخارجية ال تعمل )ال  تفتح/تغلق(، مع وجود أسالك ظاهرة  وتشطيب غير مكتمل حول الفتحة،",ac_ventilation
"بعد الأمطار يوجد آثار رطوبة",waterproofing
"هوز الغطاس يجب ان يُغلق بشكل افضل في الخزان العلوي . https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mfveuy0v405gzs1mfveuy0w1mfveuy0x.png",plumbing
"عندي مشكلة في شبابيك وباب الزجاج الفاصل لدى مجلس النساء لايوجد صمغ عازل على حواف بعض الشبابيك والباب في  مجلس النساء غير مكتمل مرفق لكم فيديو يوضح ذلك.      واحتاج المورد للبلاط الخارجي الحوش لكي اكمل تبليط الحوش بالكامل واقفاله. والسطح كذلك.  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mjuhb7bg405gzp1mjuhb7bh1mjuhb7bi.png",doors_windows
"وجود مشكلة في الدربزين الزجاجي مما يسبب خطورة على الارواح حيث انه غير ثابت. فضلاً دعمكم السريع لاصلاح المشكلة",structural
"تشققات داخليه وخارجيه في السور أضافه إلى وجود هبوط في بلاط الحوش أضاف إلى وجود تشققات في الجدار الحامل لمغسلة بقرب المجلس وجرس الباب الخارجي صوت ضعيف وغطاء فتحت خدامات دورة المياه بالسقف تفتح بستمرار",cracks
"تحتاج صيانه https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mfs49j1a405gzs1mfs49j1b1mfs49j1c.png",plumbing
"الباب الداخلي المطل على الحديقة الخلفية لا يغلق بإحكام",doors
"اللمبتين الخارجيات الجداريات لا تعمل اضاءتها.. كذلك لوحة رقم البيت الاضاءه طافيه لا تعمل",electricity
"قفل النوافذ تالف",doors_windows
"يوجد رطوبة في جدار السور وكذلك هبوط في التربة في الحوش",waterproofing
"تهريب مياه الأمطار",waterproofing
"فتحت التكييف تهرب ماء",ac_ventilation
"كريكات خارجي",pest_control
"انسداد في ماصورة التهريب بالسطح  قطع في اسلاك المكيفات والتمديد",drainage
"فني الصيانه يقوم باغلاق الطلبات دون ان يعالجها او يتواصل معي ارجو اصلاح  المطلوب  1- ضوء اللوحة الخارجية للفيلا لا يعمل ضوء لوحة رقم الفيلا.  2- لايتوفر ف الخزان الارضي غطاء للخزان وارجو عدم اغلاق مذكرة الصيانه الا  بعد اصلاح العطل والتواصل معي للتاكد من الاصلاح قبل اغلاق الطلب.",electricity
"محتاج معالجة غطاء الخزان  ومحتاج مفتاح للخزان  ومحتاج ترويبة https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mryyynla405gzw1mryyynlb1mryyynlc.png https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mryyyp0a405gzw1mryyyp0b1mryyyp0c.png https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mryyypld405gzw1mryyyple1mryyyplf.png",tank_cover
"اضائة رقم الفيلا لا يعمل",electricity
"باب الكراج الزر الفتح الجانبي لا يفتح بسهوله و يوجد صوت اثناء الفتح الباب المنزلق في الصالة الارضية يصعب فتحه والزجاج يتحرك",garage_door
"يحتاج نظافه . ملئ بالوسخ و الاتربه",cleaning
"تسرب المياه في غرفه الماستر",plumbing
"تم رفع تقرير الفاحص عن طريق البريد الاكتروني. وتم توجيهي عن طريقة الطلب من تطبيق ريتال نأمل منكم سرعة المعالجة حيث انني ارغب بنقل الى الفلة  ولا استطيع الانتقال بسبب الملاحظات وتم التأجيل الى وقت المعالجة ولكم جزيل الشكر",plumbing
"الأدوات الصحية مصديه (كراسي الإفرنجي)",plumbing
"باب الكراج وباب العاملة  درابزين السلم يتحرك",garage_door
"فتحات التصريف لمغاسل الحمامات مكسورة، مما يؤدي إلى إصدار رائحة كريهة.",cracks
"باب القراج خربان عندي مره يشبك ومره يفصل كهرب وعندي تنسيق الحدائق لابوجد تشجير خارجي للفله ولا داخلي واريد رش مبيد للحشرات والنمل الابيض  رقم التواصل   0531111900",garage_door
"ترويبه للبيت داخل وخارج",grading
"- النوافذ متصلة مباشرة بالسيراميك وهذا خطا - شبك باب السطح مقطوع علما بان هذه الملاحظات ذكرت قبل الاستلام ولم اسكن الوحدة حتى الان",doors_windows
"غطاس الخزان الارضي لا يعمل مما نتج عنه توقف الماء في كل المنزل",pumps
"شباك النامس الصاله الارضيه مقطوع ومعطف",doors_windows
"الصفايه الي بسطح مسدوده",drainage
"فتحات متعددة وكثيره بانحاء الدرج الداخلي تحتاج تقفيل",cracks
"لوحة الترقيم ٦١٣ غير مثبتة جيدا.  وشكرا.",doors
"تحتاج النوافذ والأبواب ألمنيوم للصيانة بسبب عدم الإغلاق وسوء في التركيب",doors_windows
"EXTERNAL: This is an external email received from the Internet.  السلام عليكم احتاج صيانه تشقق في الجدار  رقم الفله  670 رقم بلك 31 شكرا لكم",cracks
"نافدة لا يوجد بها ربلات،، ونافذة تحتاج صيانة الربلات",doors_windows
"رطوبة في جدار الفناء الخارجي اختلاف لون في جدار الفناء الخارجي خلل في جبس جدران الحمامات انوار طافيه",waterproofing
"ائحة كريهة مستمرة في دورة مياه العاملة المنزلية، على الرغم من التنظيف المستمر اليومي وإضافة المعقمات ولكن لا فائدة، علماً بأن دورة المياه شاغرة ولا تستخدم.",drainage
"احتاج اعادة وزن للنوافذ لدخول الغبار من خلالها",doors_windows
"الخزان الارضي مكسور    نرجو التواصل على الرقم 0535330033",tank_insulation
"محاولة تمديد كيبل الخاص بالكاميرات  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/me9t76ed405gzp1me9t76ee1me9t76ef.png",electricity
"اعادة صبغ سقف حمام الخادمة/ اعادة صبغ سقف حمام الضيوف",paints
"يوجد تشقق امام الباب الرئيسي يوجد فتحات كبيره بالبلاط اما الباب الرئيسي يوجد بها حشرات يجب اغلاقها بالاسمنت او ترويبة وشكرا",cracks
"الغطاء البلاستيكي الاسود الداخلي اللي تحت غطاء الخزان اللي في الحوش عند القراج غير متوفر ارجو توفيره",tank_insulation
"ارجو التجاوب على هذه التذكره مع العلم بانه تم رفع اكثر من طلب ولم يتم التجاوب من قبلكم  ارجو حل الاشكاليه",plumbing
"اضاءة رقم البيت الخارجي لا تعمل الرجاء اصلاح المشكله",electricity
"السلام عليكم، المويه في المغسلة في الحمام ماتنزل..ارجو الدعم لي اصلاح المشكلة",plumbing
"جدار السور مكسور من ناحية لوحة رقم الفلا",structural
"يوجد تسريب في الحوش",waterproofing
"يوجد بعض النوافذ انسلخ منها مطاط الحماية (الايطار)",doors_windows
"ترسب مياه الخزان العلوي",tank_insulation
"يوجد هناك مشكله في بوابة السياره لا يتم فتحها بالضغط يتوجب استخدام الريموت فقط",garage_door
"السلام عليكم  تغيير غطاء الخزان لوجود كسور في وعدم امكانية اغلاقة باحاكم  حلق الخزان يحتاج الى اعادة عزل",tank_insulation
"عندي نمل في البيت",pest_control
"تحية طيبة حسب تقرير المهندس لوحظ وتبين عدت ملاحظات في اختلاف الدهان الخارجي للفله وايضاً وجود بعض التشققات كما هو موضوح الملاحظات بالصور المرفقه امل منكم تعديلها ويرعة معالجتها لكم تحياتي",paints
"عدم كفاءة عزل الأبواب الرئيسية للفيلا ومنها باب منزلق إضافة لوجود خلل في غلق وفتح احد الأبواب  https://retal-objects.yukiroad.ovh/tickets/pictures/msd01uvv405gzz1msd01uvw1msd01uvx.png https://retal-objects.yukiroad.ovh/tickets/pictures/msd01xig405gzz1msd01xih1msd01xii.png",doors_windows
"يوجد رائحة كريهه في دورات مياه الدور الأول والملحق خلل في ميزان المواسير، لم يتم حلها في الزيارة السابقة",drainage
"يوجد لدي مشكله في ماسورة تصريف المياه لمكيف المطبخ  تنظيف الخزانات العلوي والسفلي حيث انها متسخه جدا كما هو موضح بالصور   https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mb25tdno405gzs1mb25tdnp1mb25tdnq.png https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mb25tepd405gzs1mb25tepe1mb25tepf.png",ac_ventilation
"مع التحية والتقدير توجد مشاكل خارجية في الدهان",paints
"يوجد تسريب مويه من السقف",waterproofing
"احتاج تعبأة الخزان ماء",pumps
"عدم وجود مصد هواء لجميع هوايات المنزل في الحمامات والمطابخ  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/meuhm632405gzp1meuhm6331meuhm634.png https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/meuhm6pe405gzp1meuhm6pf1meuhm6pg.png",ac_ventilation
"محتاج ميزان للشباك والدرابزين وباب خشب",doors_windows
"الابواب تحتاج وزنية الباب الخارجي على الشارع وباب المجلس الخشب الكبير صعب فتحها وايضا البوية للابواب",doors_windows
"سلام عليكم  عندي ملاحظات في البيت ١- ابواب وزنيتها غلط ٢- خدوش بالابواب الالمنيوم ٣- شروخ في الجدران ٤- قزاز الدرج مكسور ٥- ترويبات موب مكتمله ٦- بلاطات غير مكتملة ٧- شبابيك غير مكتملة والشبك غير مكتمل ٨- السور الخارجي متضرر بسبب الحواجز ٩- ميول الموقف حق السياره ١٠- افياش غير مرتبة (تعليق - عكس السالب والموجب) ١١- شفاطات فيها مشاكل ١٢- كراسي الحمام معلق السيفون ١٣- والحوش السور",doors_windows
"يوجد لدي موقعين بحاجة لمعجون ودهان الحوش الخارجي بروفايل والمقلط كركات   h",paints
"دخلت موية المطر للغرفه من تحت البلاط",waterproofing
"الاضاءه الخارجية لاتعمل",electricity
"يوجد تشقق في جدار الحوش وكذلك بلاط الحوش يحتاج نرويبه",cracks
"رطوبة السور من جميع النواحي",waterproofing
"الباب السحاب لا يعمل",garage_door
"انسداد صرف الحمام",drainage
"بلاط مكسور وبعض الأبواب فيها خدوش",ceramics
"تم طلب صيانة وتم الاتصال قبل الصيانة بيوم وابلاغي بالصيانه. وعند ترك الباب مفتوح وارسال تقرير الفاحص  للصيانه افدني بوجوب حضوري وتم اقفال الطلب من قبلكم ولم يتم عمل المطلوب من الصيانه. لذا ان كان يجب حضوري مع الصيانه يجب ابلاغي حتى استطيع  اخذ اجازه من مقر عملي للحضور او اختيار يوم السبت حيث يمكنني الحضور كما تم ابلاغكم انني في عجله لصيانه لكي اسكن في اقرب وقت",plumbing
"تسريب بزبوز",plumbing
"الباب عند الفتح والاغلاق فيه صوت احتكاك",doors
"ارجو زراعة المساحات الموجودة عندي بالمنزل والخارجية",grading
"رائحة ولون من التعفن في الجبس بسبب تسريبات المياه  يحتاج إلى تغيير",waterproofing
"رطوبه في الجدار",waterproofing
"ترويبة حوش",grading
"اصلاح الجلد",doors
"المفتاح المعدني يتصلّب داخل الكيلون، مما يجعل الاستخدام صعبًا.",doors_windows
"هبوط في بلاط الحوش",grading
"سيفون الحمام مايشتغل",plumbing
"دورة المياه يوجد انسداد",drainage
"مرحبا  صيانه بلاط الحوش ، الخارجي فيه هبوط وكسر",grading
"يوجد مياه بالسطح آمل معالجة الميول ومعالجة الجدار الداخلي لصالة السطح وبوية",grading
"وجود تشقاقات في البلوك الفيلا",cracks
"لدي ٢ باب داخلي تحتاج الى تغيير",doors
"المويه غير نظيفه ، تقشر في البويه الخارجيه بسبب الرطوبة! قد سبق معالجتها لكن دون جدوى",cleaning
"هبوط في موقف الكراج الداخلي للبيت   h",structural
"السلام عليكم قراج السيارة معطل رجاء ارسل فني من قبل الشركة الموردة حيث هذه المره الثانية",garage_door
"سوء في الميول في احد دورات المياه",grading
"بعد الانتظار اسبوع بعد رفع التذكرة السابقة لنفس المشكلة يأتيني العامل ينظر الى المشكلة لمدة ثانيتين ثم يذهب ويقولي انه بيرجع ونفس الكلام لمسؤوله يقولي انه بيرجع انصدم انه مارجع وتم اعلاق التذكرة !!!   حوالين البزبوز محتاج لبوية بعد تغييره من قبل عمال الصيانة  https://retal-objects.yukiroad.ovh/tickets/pictures/msd7tgsb405gzz1msd7tgsc1msd7tgsd.png",paints
"يوجد تششقات كثيره وبعضها عميق السلم من السطح يحتاج ترصيص الالمنيوم في الزوايا حاده  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mjzfptt8405gzp1mjzfptt91mjzfptta.png https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mjzfpuyj405gzp1mjzfpuyk1mjzfpuyl.png",cracks
"المهندس الي استلمت منه مماطل ولا يصلح شي وطلبت منه ٣ مرات يصلح الابواب ولا يصلحه وراح اشتكيككم لوزارة الاسكان لان الملاحظات لها شهرين ما تمت معالجتها",doors
"رائحة في الحمام وغطاء التصريف غير موجود",drainage
"استكمال اعمال التشققات",cracks
"جدول الزيارة يوم السبت ١٠ يناير",doors_windows
"دخول حشرات مع مياه السيفون",plumbing
"الترويبه مصديه في الحمام في الدوري الارضي",grading
"بلاط فالحوش مكسور بوية فالحوش فيها رطوبه رطوبه في جدار الفله من داخل  :",ceramics
"يوجد اثار كتابة ، الجدران بحاجة للدهان",paints
"البيت كله ريحة صرف صحي أبغاكم تشيكو على الجلب حقت الكراسي كلها ومواسير التصريف",drainage
"تقشر ورطوبه",paints
"الباب الخارجي ما يفتح ويوجد به خلل الرجاء سرعة الاستجابة والانتقال نظراً لصعوبة دخول المنزل  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mrtehxif405gzw1mrtehxig1mrtehxih.png",doors_windows
"تسريب مياه في الجدار الدور الارضي",waterproofing
"دينمو ضغط الماء في السطح لا يعمل",pumps
"وجود تشققات بجدار السطح",cracks
"لا يوجد غطاء للخزان الارضي",tank_insulation
"تعديل ميول الانترلوك في الحوش",grading
"يوجد انتفاخ في جدار المطبخ ٢ لايوجد شباك  في  نافذه المطبخ",cracks
"يوجد عطل في احد الانوار أرجو الزياره في الفتره المسائيه",electricity
"احتاج زياره لي من قبل شركة الغملاس يوجد ابواب تحتاج الى اغلاق حيث انها لم تعالج بشكل جيد من قبل",doors
"باب الفلا الداخلي لايعمل بشكل جيد",doors
"الميول وتجمع الياه عند باب الكراج",grading
"1/المجلس فيه صدع 2/باب المطبخ لا يغلق 3/ الدرج يحتاج بويه بعد التعديل 4/ الجدار الخارجي للبيت ما بين البابين 5/حفرة نمل في الحوش عند باب السيارة تحت الماء 6/الغرفة اللي في السطح خارجها المربع واضح عند القزاز الخارجي يحك ويعدل بويه 7/ باب الغرفة اللي بجوار غرفة الماستر محفور لم يعدل 8/بقاء الماء في الحمام _اعزك الله_ ما فيه ميول في غرفة الشغالة",structural
"تحية طيبة تم رفع اكثر من تذكره بسبب وجود روائح تخرج عن طريق الصفايات ارجو حل المشكله المتكرره او تغيير الصفايات بالكامل الرائحه لا تطاق تم وضع منظفات ووضع حبوب ازالة الروائح ولاكن للاسف لايوجد اي فائده لكم تحياتي",drainage
"تسريب الخلاطات",plumbing
"توجد مشكله في فتح الباب الكراج",garage_door
"غطاء الكهرب يحتاج قص للجبس  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mrw0w9e0405gzw1mrw0w9e11mrw0w9e2.png https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mrw0wael405gzw1mrw0waem1mrw0waen.png",electricity
"تقطيع بالانارة بلمبة حمام غرفة النوم الرئيسية",electricity
"يوجد تسريب وظاهر أثره على الجدران",waterproofing
"المضخة تعمل بلاتوقف",pumps
"كيلون باب الحمام غير موجود",doors
"تغيير خزان المياه الارضي",plumbing
"يوجد تشققات داخلية في اكثر من مكان داخل الوحدة السكنية نأمل منكم توجيه المختصين لديكم لإصلاحها",cracks
"مع التحية والتقدير  ￼دعمكم توجد مشاكل في البلاط ترويبه",ceramics
"تحية طيبة يوجد بعض الملاحظات لمخرج تصريف المياه الامطار ومحبس الماء امل معالجة الخلل كما هو موضح في المرفق",drainage
"تطبيل البلاط  هبوط في البلاط",ceramics
"لم يتواصل معي احد",plumbing
"البوية الخارجية تشققت مع المطر امس مع العلم اني توي مستلم ( يوم ١ مارس )!",paints
"لدي مشكلة في زاوية زجاج الدرابزين غير محكمة الإغلاق وحاده فيها خطوره https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mrwcfurd405gzw1mrwcfure1mrwcfurf.png",doors_windows
"فجوات في الترويبة في غالب ارضيات الفله",grading
"ضخ المياه ضعيف جدا للخزان العلوي",pumps
"السادة شركة رتال المحترمين تحية طيبة الرجاء تعديل ميول بلاط الحوش من جهت اماكن تصريف مياه الامطار كونها تتجمع على جدار الفله من الحديقه موضحه لكم صور توضيحيه هذا ولكم خالص الشكر والتقدير https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mjuxus55405gzp1mjuxus561mjuxus57.png https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mjuxut5q405gzp1mjuxut5r1mjuxut5s.png",grading
"السادة شركة رتال المحترمين تحية طيبة يوجد لدي ترطيب وتقشرات للبويا بجميع جدران الحوش الخارجي تقبلو خالص التحية والتقدير",paints
"عطل في باب الكراج والطلبلون يقفل مفتاح الكراج تلقاىي  باب الكراج مايفتح يدوي او كهرباىي",garage_door
"يوجد اختلاف في لون الانارة الخارجية",electricity
"يوجد ميلان على اتجاه الفله من الباب ، تجمع مياه",grading
"العوامه لا تعمل",pumps
"رائحة في الحمام",drainage
"يوجد رائحة في الحمام.",drainage
"مشكلة في اللياسة في الصالة الارضية",paints
"المياه ماتوصل المطبخ",plumbing
"تسريب ماء في جميع المراحيض الخاصه بدورات المياة",plumbing
"جبت شركة STC لتركيب الكاميرا ولكن طلع التسليك مقفل وما مداهم يركبو السلك، ارجو حل المشكلة",electricity
"روائح كريهه",plumbing
"1- تجمع المياة بشكل كبير جداً فوف بلاط الحديقة الخلفية وعلى باب السحب وعدم جريانها على احواض الزراعة بسبب مشكلة في ميزانية ميول البلاط.  2- عطل في احد محابس المياة في المطبخ.  3- في الخارج اعادة تثبيت لمبة رقم الفيلا داخل الصاجة الحديد (انفك الغرى وسقطة).  4- عطل في سدادة مغسلة  المجلس ومغسلة الصالة الارضية.  5- تقشر بويت البروفايل عند حواف باب الكراج وتغير لون البوية اسفل الجدران في (الحديقة الخلفية والتيراس العلوي) وكذالك تغير اللون على حواف صنابير المياة في الحوش الامامي والخلفي.  6- لايوجد مفتاح للفتح والاغلاق على الطبلون الرئيسي للفيلا في الحوش الامامي.  7- اعطال واصوات في جميع مراوح الشفط في الحمامات والمطبخ.  8- ظهور الصدى على اكسسوارت الحمامات في الدور الثالث (حمام الصالة وحمام غرفة الخادمة).",doors_windows
"الفريم يوجد به صدوع",structural
"تغيير لمبات الصاله",electricity
"يوجد تسرب في سيفون الحمام الرجال الدور الارضي",plumbing
"السلام عليكم تم تركيب بلاط  للسطح، واصبح الباب لا ينفتح. فضلاً اصلاح الباب وقصه  ليتم استخدامه وشكراً",ceramics
"يوجد فتحات في بلاط الحمام يخرج منها نمل بكثرة.",pest_control
"نقرات ف لياسة الدرج",paints
"الخزان يتسخ بالرغم من غسيله + وجود رائحة مجاري مع المياه + لايمكن فتح غرف التفتيش",smells
"عدم ربط مفصل النافذة بدورة المياة الدور الارضي https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mrzft35x405gzw1mrzft35y1mrzft35z.png",doors_windows
"اعزائي في رتال  السلام عليكم    توجد تشققات في اعمال اللياسه وكسور في الجدار الخارجي وسقوط جزء منه وايضا وجود تشققات في اعمال الجبس  وكذلك المغاسل لم يتم تنفيذها بشكل جيد ووجود سيليكون واصباغ فيها من قبل السكن واستلام المنزل  وكذلك مناطق الاستحمام توجد بها تشققات وفراغات في قاعدات تثبيت الاعمال الزجاجية ولم يتم اغلاق الفراغات بشكل مناسب.",cracks
"الباب لا يمكن إقفاله بشكل كامل ويحتاج صيانة",doors
"الفريم وفصالات الابواب تالفه",doors_windows
"مشكلة في كرسي الحمام التعليق / تشققات",plumbing
"يوجد تشقات في الحوش سور",cracks
"تهريب ماء المطر الى داخل المنزل من السطح",waterproofing
"في مشكله في المجرى حق باب السحب وطايح باب الشبك حق الحشرات",doors_windows
"نقرة في بلاط الصالة الدور الارضي",ceramics
"EXTERNAL: This is an external email received from the Internet.  السلام عليكم   فتحة التصريف لمروش دورة المياه الخاص بغرفة النوم الخلفية الغربية غير مثبته كما في الصورة المرفقة [cid:ii_19c1a0a1c5f6fa51c961]",plumbing
"باب السطح والباب الخارجي غير موزونة وصعب فتحها وقفلها  --  فيه نوافذ القفل حقها ما يتقفل  --  الكراكات رجعت بعد ما تصلحت بيوم وطلع انتفاخ في سقف وحدة من الغرف https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mdd7tnzg405gzp1mdd7tnzh1mdd7tnzi.png https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mdd7u3r4405gzp1mdd7u3r51mdd7u3r6.png https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mdd7ujbh405gzp1mdd7ujbi1mdd7ujbj.png https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mdd7vh64405gzp1mdd7vh651mdd7vh66.png",doors_windows
"تشققات في السطح",cracks
"يوجد لدي مجموعة من اللمبات (سبوت لايت) تحتاج لتغيير",electricity
"عدم عزل  فتحه تصريف السطح g",waterproofing
"مفتاح المروحة في دورة المياة لايعمل",electricity
"الباب الخارجي للفله غير محكم الاقفال ولوحة رقم الفله بها ميلان",doors_windows
"كسر في اجزاء مختلفه من البلاط",ceramics
"موقف السياره في نزول قوي بالاضافة نزلت بلاطه",grading
"صوت في باب الكراج كذلك تعليق",garage_door
"يوجد تسرب ماء في عدد ٢ شطاف",plumbing
"جدران السور تحتاج دهان جزاكم الله خيرا",paints
"خزان المياة العلوي لا يعبي مويه",pumps
"باب الكراج  تسريب في الدور الارضي",garage_door
"بلاط مدخل الحوش مكسور",ceramics
"يوجد تسرب مياه في اكثر من مغسلة",plumbing
"وجود كسر متكرر في السور الخلفي بحاجه لاصلاح ودهان  https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mbyymi1v405gzp1mbyymi1w1mbyymi1x.png",cracks
"تصدع في السور الخارجي الخلفي للمنزل",cracks
"السلام عليكم التصريف مسدود الماء مو راضي يروح مع العلم انه لا يوجد شيء مرمي وأول مره استخدمها بعد الاستلام https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mfis1m89405gzs1mfis1m8a1mfis1m8b.png",drainage
"تهريب الماء من السيفون الله يكرمكم",plumbing
"يوجد نافذه لاتنغلق",doors_windows
"الباب يحتاج وزنية تغيير شبك الباب https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/meo099tv405gzp1meo099tw1meo099tx.png",doors_windows
"عطل بفيش الاضائة الخارجية للباب الخلفي",electricity
"تهريب في مويه الخزان من الجنب انكسار ماصوره التعبئه",plumbing
"فتحة التسليك من السطح الى المكيف مسكرة باسمنت",ac_ventilation
"لا يمكن إغلاق غطاء الخزان الأرضي بسبب سوء التلييس https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mfozlnr1405gzs1mfozlnr21mfozlnr3.png",tank_insulation
"يوجد تهربب ماء من فتره طويله وتم رفع شكوى تمت المعاينه لاكن لم تتم المعالجه  ارجوى حل المشكله في اسرع وقت",plumbing
"يوجد لدي عدد (1) سبوت لايت متعطلة بحاجة للاستبدال",electricity
"تم التواصل مع العميل وأخذ الملاحظات ، ولا يتم العمل على تقارير في قسم الصيانة'",paints
"احتاج مهندس كهربائي يشرح لي مفاتيح الكهرباء الخاصه بالمطبخ حتي يتم تركيب الاسلاك والحمل الكهربائي في المكان الصحيح لتجنب المخاطر https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/mrvyvuop405gzw1mrvyvuoq1mrvyvuor.png",electricity
"تم توفير غطاء لم يكن موجود سابقا ولكن الغطاء لا يركب",tank_insulation
"رطوبة في الجدار",waterproofing
"خلل في مقبض الباب",doors_windows
"يوجد لدي بلاط مقدمة الفله كسر",ceramics
"سوء في ميول تصريف المياه ووحود انسداد في صفاية المياه مما تسبب في خروج المياه بشكل عكسي يجب الكشف عن مصدر الخلل ومعالجته",drainage
"وجود تسرب في سقف الحمام اعزكم الله وعطل في اللمبه",waterproofing
"تسريب بالسقف",waterproofing
"يوجد اصفرار في جميع المغاسل الرخامية (عدد 2 مغسلة لحمام الرجال + عدد 1 مغسلة لحمام غرفة النوم الرئيسية) بحاجة لمعالجة او استبدال",ceramics
"سقف مجلس الرجال يوجد خط في البوية",paints
"يوجد رائحة صرف صحي في دورة المياه",plumbing
"عمل ترويبة لتصريف الماء لمياه الامطار تسكير فتحات كثيره للشبابيك حيث انه تدخل  غبار  واتربه https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/memlixor405gzs1memlixos1memlixot.png https://eu2.contabostorage.com/c92d1ab223ed43358d4f98ca65e087d6:eth.retal/tickets/pictures/memliyfb405gzs1memliyfc1memliyfd.png",grading
"السادة شركة رتال.     المحترمين تحية طيبة يوجد لدي تشققات في السقف واجباس دورات المياه اجلكم الله في اغلب دورات المياه للفله مرفقه لكم الصور للايضاح كرما منكم المساعده هذا واكم خالص التحية والتقديو",cracks
"امل توضيح تمديدات خطوط السخان المركزي ليتم التركيب للسخان",electricity
"تلق السور الخارجي بسبب وجود الحاجز مسبقاً ومكينة كهربائية ومعالجته بطريقة سيئة جداً",cracks
"توصيل اجهزة الكهرب في المطبخ فرن شواية ما يكرويف شفاط",electricity
"الانتركوم ما يشتغل فيه الجرس",electricity
"يوجد اكثر من فيش ليس به تيار كهربائي، وقد تم زيارة فني الكهرباء سابقاً وأفاد بأنه سيعود لاحقاً لحل المشكله كرماً حل هذه المشكلة",electricity
"يوجد اكثر من لمبه لاتعمل",electricity
"تحية طيبة يوجد مشكلة بالانترلوك هبوط وتموجات مما سبب تجمع المياه مع العلم انه تم رفع الملاحظة اثناء المعاينة وعولجت وعادة من جديد",interlocking
"اناره طافيه https://retal-objects.yukiroad.ovh/tickets/pictures/ms8o6qtteey3l1ms8o6qtu1ms8o6qtv.png",electricity
"الترويبه فيها خلل",grading
"الترويبه فيها خلل",grading
"تجمع مياه امطار في الصطح",waterproofing
"تشققات في السور من داخل",cracks
"انارة لوحة المنزل الخارجية لاتعمل",electricity
"بعد معالجة ملاحظة الصيانة  اصبحت لون الصبغة لونين وتحتاج الى تعديل    مشكلة في مسكة ابواب الخشب .",paints
